Date,demand_1359,demand_1295
2013-03-12,153000.0,107400.0
2013-03-13,537000.0,93000.0
2013-03-14,230000.0,42200.0
2013-03-15,271000.0,142200.0
2013-03-18,86000.0,101000.0
2013-03-19,966000.0,107100.0
2013-03-21,236000.0,91600.0
2013-03-22,281000.0,100300.0
2013-03-25,233000.0,162200.0
2013-03-26,683000.0,277700.0
2013-03-27,78000.0,142600.0
2013-03-28,82000.0,88400.0
2013-03-29,561000.0,129900.0
2013-04-01,1007000.0,111000.0
2013-04-02,526000.0,58300.0
2013-04-03,869000.0,43500.0
2013-04-04,273000.0,48000.0
2013-04-05,328000.0,179400.0
2013-04-08,325000.0,22500.0
2013-04-09,521000.0,112200.0
2013-04-10,226000.0,73200.0
2013-04-11,123000.0,51100.0
2013-04-12,626000.0,12100.0
2013-04-15,185000.0,208100.0
2013-04-16,278000.0,48600.0
2013-04-17,207000.0,126500.0
2013-04-18,303000.0,43500.0
2013-04-19,147000.0,22000.0
2013-04-22,583000.0,137600.0
2013-04-23,155000.0,66000.0
2013-04-24,65000.0,31500.0
2013-04-25,403000.0,40000.0
2013-04-26,226000.0,98000.0
2013-04-30,476000.0,68800.0
2013-05-01,604000.0,201800.0
2013-05-02,236000.0,700.0
2013-05-07,841000.0,107000.0
2013-05-08,172000.0,176200.0
2013-05-09,396000.0,171600.0
2013-05-10,639000.0,38500.0
2013-05-13,346000.0,86000.0
2013-05-14,213000.0,101000.0
2013-05-15,286000.0,76000.0
2013-05-16,103000.0,29000.0
2013-05-17,247000.0,129000.0
2013-05-20,523000.0,80000.0
2013-05-21,534000.0,33000.0
2013-05-22,269000.0,30500.0
2013-05-23,254000.0,158000.0
2013-05-24,321000.0,3000.0
2013-05-27,164000.0,114000.0
2013-05-28,923000.0,101600.0
2013-05-29,222000.0,41200.0
2013-05-30,190000.0,66900.0
2013-05-31,558000.0,87500.0
2013-06-03,521000.0,106500.0
2013-06-04,825000.0,71100.0
2013-06-05,310000.0,106500.0
2013-06-06,537000.0,93000.0
2013-06-07,484000.0,57300.0
2013-06-10,460000.0,86000.0
2013-06-11,590000.0,27000.0
2013-06-12,631000.0,80100.0
2013-06-13,110000.0,91600.0
2013-06-14,195000.0,35500.0
2013-06-17,105000.0,22300.0
2013-06-18,227000.0,143100.0
2013-06-19,919000.0,125000.0
2013-06-20,217000.0,103200.0
2013-06-21,276000.0,119000.0
2013-06-24,131000.0,244200.0
2013-06-25,372000.0,117500.0
2013-06-26,536000.0,87000.0
2013-06-27,215000.0,73300.0
2013-06-28,660000.0,122400.0
2013-07-01,519000.0,98500.0
2013-07-02,583000.0,176500.0
2013-07-03,224000.0,64100.0
2013-07-04,186000.0,144000.0
2013-07-05,251000.0,131000.0
2013-07-08,315000.0,80200.0
2013-07-09,500000.0,73500.0
2013-07-10,116000.0,95600.0
2013-07-11,173000.0,40700.0
2013-07-12,766000.0,400.0
2013-07-16,341000.0,71500.0
2013-07-17,223000.0,78000.0
2013-07-18,307000.0,101300.0
2013-07-19,65000.0,45500.0
2013-07-22,453000.0,100000.0
2013-07-23,299000.0,204000.0
2013-07-24,157000.0,97500.0
2013-07-25,495000.0,75500.0
2013-07-26,286000.0,55000.0
2013-07-29,552000.0,67200.0
2013-07-30,226000.0,126000.0
2013-07-31,530000.0,126200.0
2013-08-01,860000.0,90300.0
2013-08-02,469000.0,73400.0
2013-08-05,1353000.0,117100.0
2013-08-06,804000.0,81100.0
2013-08-07,216000.0,113500.0
2013-08-08,215000.0,120700.0
2013-08-09,135000.0,50200.0
2013-08-12,28000.0,61500.0
2013-08-13,5000.0,10300.0
2013-08-14,40000.0,15000.0
2013-08-16,180000.0,44000.0
2013-08-19,118000.0,113000.0
2013-08-20,849000.0,44900.0
2013-08-21,320000.0,133000.0
2013-08-22,347000.0,94400.0
2013-08-23,1243000.0,26300.0
2013-08-26,188000.0,117500.0
2013-08-27,351000.0,14300.0
2013-08-28,265000.0,146000.0
2013-08-29,205000.0,72000.0
2013-08-30,541000.0,103100.0
2013-09-02,604000.0,76200.0
2013-09-03,147000.0,181000.0
2013-09-04,198000.0,39100.0
2013-09-05,602000.0,67000.0
2013-09-06,157000.0,19100.0
2013-09-09,620000.0,90200.0
2013-09-10,739000.0,57100.0
2013-09-11,167000.0,26500.0
2013-09-12,93000.0,87400.0
2013-09-13,23000.0,61000.0
2013-09-17,668000.0,43400.0
2013-09-18,685000.0,71000.0
2013-09-19,95000.0,22300.0
2013-09-20,162000.0,18000.0
2013-09-24,514000.0,230000.0
2013-09-25,273000.0,185100.0
2013-09-26,343000.0,63100.0
2013-09-27,100000.0,12000.0
2013-09-30,1400000.0,147000.0
2013-10-01,681000.0,144800.0
2013-10-02,335000.0,78000.0
2013-10-03,458000.0,86500.0
2013-10-04,402000.0,95100.0
2013-10-07,181000.0,83200.0
2013-10-08,836000.0,157300.0
2013-10-09,686000.0,62100.0
2013-10-10,378000.0,78900.0
2013-10-11,1451000.0,24200.0
2013-10-15,435000.0,72900.0
2013-10-16,176000.0,22200.0
2013-10-17,236000.0,236100.0
2013-10-18,265000.0,64300.0
2013-10-21,235000.0,134300.0
2013-10-22,685000.0,204000.0
2013-10-23,54000.0,127200.0
2013-10-24,97000.0,37000.0
2013-10-25,438000.0,204300.0
2013-10-28,323000.0,137300.0
2013-10-29,528000.0,94400.0
2013-10-30,393000.0,73100.0
2013-10-31,343000.0,95500.0
2013-11-01,1619000.0,182500.0
2013-11-05,457000.0,221700.0
2013-11-06,1050000.0,187100.0
2013-11-07,456000.0,70100.0
2013-11-08,242000.0,29300.0
2013-11-11,104000.0,191000.0
2013-11-12,269000.0,124700.0
2013-11-13,1363000.0,111900.0
2013-11-14,149000.0,113000.0
2013-11-15,466000.0,82700.0
2013-11-17,50000.0,2000.0
2013-11-18,693000.0,71500.0
2013-11-19,230000.0,95300.0
2013-11-20,453000.0,91000.0
2013-11-21,418000.0,201800.0
2013-11-22,394000.0,93000.0
2013-11-25,371000.0,110300.0
2013-11-26,292000.0,91500.0
2013-11-27,410000.0,38200.0
2013-11-28,92000.0,34200.0
2013-11-29,872000.0,116100.0
2013-12-02,644000.0,174900.0
2013-12-03,300000.0,87600.0
2013-12-04,406000.0,74500.0
2013-12-05,538000.0,78800.0
2013-12-06,911000.0,112000.0
2013-12-09,220000.0,82300.0
2013-12-10,337000.0,95100.0
2013-12-11,430000.0,182600.0
2013-12-12,347000.0,24700.0
2013-12-13,990000.0,107600.0
2013-12-16,860000.0,98500.0
2013-12-17,360000.0,267000.0
2013-12-18,412000.0,74900.0
2013-12-19,370000.0,203800.0
2013-12-20,394000.0,42000.0
2013-12-24,705000.0,96000.0
2013-12-25,149000.0,82900.0
2013-12-26,375000.0,183000.0
2014-01-06,523000.0,63500.0
2014-01-07,407000.0,60200.0
2014-01-08,622000.0,166200.0
2014-01-09,277000.0,92300.0
2014-01-10,263000.0,233100.0
2014-01-14,310000.0,75000.0
2014-01-15,554000.0,210600.0
2014-01-16,702000.0,151000.0
2014-01-17,385000.0,37000.0
2014-01-20,414000.0,331100.0
2014-01-21,693000.0,160500.0
2014-01-22,143000.0,95700.0
2014-01-23,223000.0,99300.0
2014-01-24,457000.0,31100.0
2014-01-27,340000.0,68300.0
2014-01-28,242000.0,98100.0
2014-01-29,640000.0,70600.0
2014-01-30,136000.0,7800.0
2014-01-31,457000.0,215800.0
2014-02-03,1415000.0,58300.0
2014-02-04,678000.0,152100.0
2014-02-05,1125000.0,180000.0
2014-02-06,296000.0,127800.0
2014-02-10,406000.0,84200.0
2014-02-12,157000.0,159300.0
2014-02-13,353000.0,127500.0
2014-02-14,191000.0,91900.0
2014-02-17,490000.0,110500.0
2014-02-18,460000.0,47000.0
2014-02-19,359000.0,273900.0
2014-02-20,100000.0,48500.0
2014-02-21,513000.0,72200.0
2014-02-24,207000.0,139200.0
2014-02-25,166000.0,146600.0
2014-02-26,261000.0,96600.0
2014-02-27,219000.0,118100.0
2014-02-28,347000.0,171100.0
2014-03-03,878000.0,55300.0
2014-03-04,306000.0,79400.0
2014-03-05,230000.0,74300.0
2014-03-06,1244000.0,82000.0
2014-03-07,266000.0,55500.0
2014-03-10,310000.0,93100.0
2014-03-11,741000.0,191800.0
2014-03-12,400000.0,144500.0
2014-03-13,72000.0,105300.0
2014-03-14,233000.0,198200.0
2014-03-17,319000.0,117800.0
2014-03-18,1005000.0,25000.0
2014-03-19,811000.0,178800.0
2014-03-20,587000.0,50600.0
2014-03-24,272000.0,127600.0
2014-03-25,600000.0,194900.0
2014-03-26,568000.0,136300.0
2014-03-27,77000.0,128000.0
2014-03-28,32000.0,76100.0
2014-03-31,238000.0,433000.0
2014-04-01,435000.0,169000.0
2014-04-02,258000.0,86300.0
2014-04-03,225000.0,114000.0
2014-04-04,660000.0,221000.0
2014-04-07,367000.0,36700.0
2014-04-08,191000.0,36200.0
2014-04-09,313000.0,37100.0
2014-04-10,348000.0,22000.0
2014-04-11,281000.0,60200.0
2014-04-14,317000.0,72200.0
2014-04-15,335000.0,202600.0
2014-04-16,859000.0,204800.0
2014-04-17,683000.0,6200.0
2014-04-18,249000.0,50400.0
2014-04-21,166000.0,100800.0
2014-04-22,211000.0,123500.0
2014-04-23,81000.0,98300.0
2014-04-24,210000.0,88500.0
2014-04-25,462000.0,87100.0
2014-04-28,975000.0,135500.0
2014-04-30,237000.0,27500.0
2014-05-01,422000.0,181000.0
2014-05-02,274000.0,75000.0
2014-05-07,235000.0,73000.0
2014-05-08,257000.0,55600.0
2014-05-09,504000.0,123000.0
2014-05-12,761000.0,152500.0
2014-05-13,444000.0,11000.0
2014-05-14,452000.0,48400.0
2014-05-15,274000.0,76500.0
2014-05-16,635000.0,25500.0
2014-05-19,1134000.0,65300.0
2014-05-20,959000.0,89700.0
2014-05-21,237000.0,136300.0
2014-05-22,195000.0,44000.0
2014-05-23,400000.0,111000.0
2014-05-26,275000.0,7900.0
2014-05-27,365000.0,26700.0
2014-05-28,206000.0,76300.0
2014-05-29,142000.0,197500.0
2014-05-30,354000.0,83100.0
2014-06-02,327000.0,116000.0
2014-06-03,339000.0,96000.0
2014-06-04,572000.0,70200.0
2014-06-05,328000.0,67100.0
2014-06-06,160000.0,39200.0
2014-06-09,69000.0,74000.0
2014-06-10,144000.0,192000.0
2014-06-11,296000.0,68100.0
2014-06-12,83000.0,102800.0
2014-06-13,200000.0,149700.0
2014-06-16,292000.0,73200.0
2014-06-17,359000.0,91200.0
2014-06-18,165000.0,52700.0
2014-06-19,67000.0,80000.0
2014-06-20,420000.0,21000.0
2014-06-23,638000.0,150000.0
2014-06-24,299000.0,46300.0
2014-06-25,855000.0,51700.0
2014-06-26,829000.0,55200.0
2014-06-27,119000.0,162500.0
2014-06-29,25000.0,3000.0
2014-06-30,469000.0,245000.0
2014-07-01,457000.0,133000.0
2014-07-02,374000.0,56000.0
2014-07-03,206000.0,115500.0
2014-07-04,341000.0,77000.0
2014-07-07,360000.0,50100.0
2014-07-08,98000.0,85200.0
2014-07-09,108000.0,118600.0
2014-07-10,164000.0,100500.0
2014-07-11,88000.0,191800.0
2014-07-14,433000.0,57900.0
2014-07-15,1000000.0,131500.0
2014-07-16,698000.0,77100.0
2014-07-17,289000.0,62800.0
2014-07-18,173000.0,76800.0
2014-07-22,1057000.0,138000.0
2014-07-23,443000.0,58400.0
2014-07-24,428000.0,127200.0
2014-07-25,177000.0,105700.0
2014-07-28,281000.0,40700.0
2014-07-29,794000.0,262000.0
2014-07-30,515000.0,139300.0
2014-07-31,538000.0,6000.0
2014-08-01,786000.0,112700.0
2014-08-04,695000.0,117400.0
2014-08-05,334000.0,180400.0
2014-08-06,321000.0,108500.0
2014-08-07,303000.0,78100.0
2014-08-08,83000.0,77900.0
2014-08-11,5000.0,85000.0
2014-08-12,2000.0,18000.0
2014-08-15,196000.0,41000.0
2014-08-18,138000.0,62500.0
2014-08-19,385000.0,90500.0
2014-08-20,244000.0,82300.0
2014-08-21,267000.0,238000.0
2014-08-22,95000.0,129200.0
2014-08-25,288000.0,64000.0
2014-08-26,799000.0,86700.0
2014-08-27,217000.0,83200.0
2014-08-28,89000.0,73500.0
2014-08-29,510000.0,94300.0
2014-09-01,407000.0,78000.0
2014-09-02,1609000.0,132300.0
2014-09-03,130000.0,14100.0
2014-09-04,492000.0,210100.0
2014-09-05,212000.0,53100.0
2014-09-08,232000.0,76500.0
2014-09-09,167000.0,85500.0
2014-09-10,281000.0,164600.0
2014-09-11,89000.0,282100.0
2014-09-12,269000.0,142300.0
2014-09-16,314000.0,398000.0
2014-09-17,1353000.0,131000.0
2014-09-18,194000.0,568000.0
2014-09-19,361000.0,82500.0
2014-09-22,312000.0,157200.0
2014-09-24,218000.0,21000.0
2014-09-25,149000.0,150800.0
2014-09-26,179000.0,40400.0
2014-09-29,257000.0,62100.0
2014-09-30,613000.0,76400.0
2014-10-01,443000.0,279300.0
2014-10-02,309000.0,126100.0
2014-10-03,459000.0,184600.0
2014-10-06,409000.0,84200.0
2014-10-07,560000.0,28500.0
2014-10-08,1109000.0,133400.0
2014-10-09,207000.0,54500.0
2014-10-10,152000.0,143700.0
2014-10-14,428000.0,99400.0
2014-10-15,858000.0,62800.0
2014-10-16,78000.0,307500.0
2014-10-17,273000.0,99500.0
2014-10-20,241000.0,103000.0
2014-10-21,313000.0,88300.0
2014-10-22,734000.0,97000.0
2014-10-23,486000.0,71500.0
2014-10-24,888000.0,53300.0
2014-10-27,324000.0,112000.0
2014-10-28,608000.0,263000.0
2014-10-29,613000.0,137100.0
2014-10-30,110000.0,37000.0
2014-10-31,148000.0,79300.0
2014-11-04,968000.0,239200.0
2014-11-05,367000.0,122000.0
2014-11-06,434000.0,167400.0
2014-11-07,289000.0,44000.0
2014-11-10,287000.0,213500.0
2014-11-11,277000.0,94500.0
2014-11-12,354000.0,195000.0
2014-11-13,711000.0,150400.0
2014-11-14,273000.0,90000.0
2014-11-17,130000.0,107500.0
2014-11-18,814000.0,43000.0
2014-11-19,322000.0,164300.0
2014-11-20,713000.0,55800.0
2014-11-21,231000.0,171600.0
2014-11-25,975000.0,69300.0
2014-11-26,640000.0,286600.0
2014-11-27,205000.0,200500.0
2014-11-28,316000.0,110000.0
2014-12-01,337000.0,155200.0
2014-12-02,161000.0,129100.0
2014-12-03,454000.0,210000.0
2014-12-04,155000.0,58000.0
2014-12-05,311000.0,76600.0
2014-12-08,329000.0,211000.0
2014-12-09,264000.0,48300.0
2014-12-10,606000.0,80200.0
2014-12-11,252000.0,112600.0
2014-12-12,152000.0,71800.0
2014-12-15,207000.0,81200.0
2014-12-16,584000.0,116000.0
2014-12-17,292000.0,165100.0
2014-12-18,464000.0,53100.0
2014-12-19,485000.0,240200.0
2014-12-22,623000.0,44000.0
2014-12-24,196000.0,100000.0
2014-12-25,55000.0,121600.0
2014-12-26,271000.0,6000.0
2015-01-05,631000.0,62600.0
2015-01-06,603000.0,71300.0
2015-01-07,539000.0,97600.0
2015-01-08,541000.0,62200.0
2015-01-09,185000.0,16300.0
2015-01-13,440000.0,224700.0
2015-01-14,445000.0,162000.0
2015-01-15,1745000.0,195000.0
2015-01-16,1003000.0,72500.0
2015-01-19,99000.0,345900.0
2015-01-20,858000.0,14400.0
2015-01-21,405000.0,271500.0
2015-01-22,559000.0,101000.0
2015-01-23,173000.0,71400.0
2015-01-26,99000.0,93200.0
2015-01-27,464000.0,74700.0
2015-01-28,78000.0,97500.0
2015-01-29,120000.0,102500.0
2015-01-30,1140000.0,192800.0
2015-02-02,92000.0,75900.0
2015-02-03,367000.0,102700.0
2015-02-04,374000.0,224200.0
2015-02-05,400000.0,56000.0
2015-02-06,119000.0,60600.0
2015-02-09,465000.0,39600.0
2015-02-10,311000.0,215500.0
2015-02-12,172000.0,93400.0
2015-02-13,252000.0,207200.0
2015-02-16,165000.0,91600.0
2015-02-17,280000.0,124200.0
2015-02-18,231000.0,125000.0
2015-02-19,174000.0,51400.0
2015-02-20,363000.0,72800.0
2015-02-23,449000.0,139300.0
2015-02-24,177000.0,108200.0
2015-02-25,611000.0,46200.0
2015-02-26,89000.0,90500.0
2015-02-27,207000.0,69100.0
2015-03-02,492000.0,332200.0
2015-03-03,264000.0,31200.0
2015-03-04,347000.0,165600.0
2015-03-05,573000.0,81800.0
2015-03-06,265000.0,165300.0
2015-03-09,305000.0,62000.0
2015-03-10,638000.0,111500.0
2015-03-11,411000.0,66000.0
2015-03-12,63000.0,100000.0
2015-03-13,314000.0,117600.0
2015-03-16,249000.0,107000.0
2015-03-17,234000.0,142400.0
2015-03-18,379000.0,25800.0
2015-03-19,12000.0,44400.0
2015-03-20,186000.0,190400.0
2015-03-23,341000.0,121000.0
2015-03-24,233000.0,121200.0
2015-03-25,1625000.0,100100.0
2015-03-26,167000.0,61100.0
2015-03-27,144000.0,54600.0
2015-03-30,68000.0,104000.0
2015-03-31,223000.0,177500.0
2015-04-01,420000.0,183000.0
2015-04-02,527000.0,98200.0
2015-04-03,229000.0,87000.0
2015-04-06,691000.0,133500.0
2015-04-07,34000.0,104000.0
2015-04-08,1131000.0,157000.0
2015-04-09,344000.0,95500.0
2015-04-10,400000.0,106500.0
2015-04-13,593000.0,52000.0
2015-04-14,132000.0,11300.0
2015-04-15,357000.0,290500.0
2015-04-16,198000.0,116500.0
2015-04-17,236000.0,32700.0
2015-04-20,275000.0,123200.0
2015-04-21,1413000.0,218300.0
2015-04-22,637000.0,50500.0
2015-04-23,99000.0,33000.0
2015-04-24,279000.0,104100.0
2015-04-27,704000.0,128700.0
2015-04-28,224000.0,97500.0
2015-04-30,92000.0,123500.0
2015-05-01,761000.0,154000.0
2015-05-07,1078000.0,72200.0
2015-05-08,764000.0,131300.0
2015-05-11,295000.0,228900.0
2015-05-12,472000.0,210000.0
2015-05-13,385000.0,121500.0
2015-05-14,289000.0,28500.0
2015-05-15,50000.0,121000.0
2015-05-18,458000.0,102400.0
2015-05-19,183000.0,146900.0
